,Date,Post patch?,Post patch pipette R,PCR cycles,post patch class,Cre_line
6170,2017-06-30,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
6171,2017-06-30,Nucleated,,21.0,Nucleated,Slc32a1-IRES-Cre
6221,2017-07-05,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
6223,2017-07-05,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
6232,2017-07-05,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
6234,2017-07-05,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
6235,2017-07-05,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
6238,2017-07-05,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
6239,2017-07-05,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
6240,2017-07-05,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
6243,2017-07-05,Nucleated,,21.0,Nucleated,Chrna2-Cre_OE25
6246,2017-07-05,Nucleated,,21.0,Nucleated,Chrna2-Cre_OE25
6249,2017-07-05,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
6250,2017-07-05,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
6251,2017-07-05,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
6252,2017-07-05,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
6254,2017-07-05,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
6263,2017-07-06,Nucleated,,21.0,Nucleated,Chrna2-Cre_OE25
6269,2017-07-06,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
6270,2017-07-06,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
6273,2017-07-06,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
6274,2017-07-06,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
6276,2017-07-06,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
6277,2017-07-06,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
6280,2017-07-06,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
6281,2017-07-06,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
6282,2017-07-06,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
6283,2017-07-06,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
6286,2017-07-06,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
6287,2017-07-06,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
6294,2017-07-07,Nucleated,,21.0,Nucleated,Chrna2-Cre_OE25
6296,2017-07-07,Nucleated,,21.0,Nucleated,Chrna2-Cre_OE25
6297,2017-07-07,Nucleated,,21.0,Nucleated,Chrna2-Cre_OE25
6304,2017-07-07,Nucleated,,21.0,Nucleated,Chrna2-Cre_OE25
6305,2017-07-07,Nucleated,,21.0,Nucleated,Chrna2-Cre_OE25
6307,2017-07-07,Nucleated,,21.0,Nucleated,Chrna2-Cre_OE25
6308,2017-07-07,Nucleated,,21.0,Nucleated,Chrna2-Cre_OE25
6309,2017-07-07,Nucleated,,21.0,Nucleated,Chrna2-Cre_OE25
6310,2017-07-07,Nucleated,,21.0,Nucleated,Htr3a-Cre_NO152;Pvalb-T2A-Dre
6311,2017-07-07,Nucleated,,21.0,Nucleated,Htr3a-Cre_NO152;Pvalb-T2A-Dre
6312,2017-07-07,Nucleated,,21.0,Nucleated,Htr3a-Cre_NO152;Pvalb-T2A-Dre
6319,2017-07-07,Nucleated,,21.0,Nucleated,Htr3a-Cre_NO152;Pvalb-T2A-Dre
6320,2017-07-07,Nucleated,,21.0,Nucleated,Htr3a-Cre_NO152;Pvalb-T2A-Dre
6321,2017-07-07,Nucleated,,21.0,Nucleated,Htr3a-Cre_NO152;Pvalb-T2A-Dre
6322,2017-07-07,Nucleated,,21.0,Nucleated,Htr3a-Cre_NO152;Pvalb-T2A-Dre
6340,2017-07-10,Nucleated,,21.0,Nucleated,Sst-IRES-Cre
6341,2017-07-10,Nucleated,,21.0,Nucleated,Sst-IRES-Cre
6342,2017-07-10,Nucleated,,21.0,Nucleated,Sst-IRES-Cre
6343,2017-07-10,Nucleated,,21.0,Nucleated,Sst-IRES-Cre
6344,2017-07-10,Nucleated,,21.0,Nucleated,Sst-IRES-Cre
6345,2017-07-10,Nucleated,,21.0,Nucleated,Sst-IRES-Cre
6347,2017-07-10,Nucleated,,21.0,Nucleated,Sst-IRES-Cre
6350,2017-07-10,Nucleated,,21.0,Nucleated,Sst-IRES-Cre
6356,2017-07-10,Nucleated,,21.0,Nucleated,Sst-IRES-Cre
6357,2017-07-10,Nucleated,,21.0,Nucleated,Sst-IRES-Cre
6359,2017-07-10,Nucleated,,21.0,Nucleated,Sst-IRES-Cre
6369,2017-07-12,Nucleated,,21.0,Nucleated,Sst-IRES-Cre
6375,2017-07-12,Nucleated,,21.0,Nucleated,Sst-IRES-Cre
6378,2017-07-12,Nucleated,,21.0,Nucleated,Sst-IRES-Cre
6379,2017-07-12,Nucleated,,21.0,Nucleated,Sst-IRES-Cre
6381,2017-07-12,Nucleated,,21.0,Nucleated,Sst-IRES-Cre
6383,2017-07-12,Nucleated,,21.0,Nucleated,Sst-IRES-Cre
6385,2017-07-12,Nucleated,,21.0,Nucleated,Sst-IRES-Cre
6394,2017-07-13,Nucleated,,21.0,Nucleated,Sst-IRES-Cre
6401,2017-07-13,Nucleated,,21.0,Nucleated,Sst-IRES-Cre
6402,2017-07-13,Nucleated,,21.0,Nucleated,Sst-IRES-Cre
6403,2017-07-13,Nucleated,,21.0,Nucleated,Sst-IRES-Cre
6404,2017-07-13,Nucleated,,21.0,Nucleated,Sst-IRES-Cre
6415,2017-07-14,Nucleated,,21.0,Nucleated,Slc17a8-IRES2-Cre
6416,2017-07-14,Nucleated,,21.0,Nucleated,Slc17a8-IRES2-Cre
6421,2017-07-14,Nucleated,,21.0,Nucleated,Slc17a8-IRES2-Cre
6422,2017-07-14,Nucleated,,21.0,Nucleated,Slc17a8-IRES2-Cre
6423,2017-07-14,Nucleated,,21.0,Nucleated,Slc17a8-IRES2-Cre
6424,2017-07-14,Nucleated,,21.0,Nucleated,Slc17a8-IRES2-Cre
6427,2017-07-14,Nucleated,,21.0,Nucleated,Slc17a8-IRES2-Cre
6428,2017-07-14,Nucleated,,21.0,Nucleated,Slc17a8-IRES2-Cre
6429,2017-07-14,Nucleated,,21.0,Nucleated,Slc17a8-IRES2-Cre
6439,2017-07-17,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
6440,2017-07-17,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
6444,2017-07-17,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
6445,2017-07-17,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
6446,2017-07-17,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
6450,2017-07-17,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
6451,2017-07-17,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
6453,2017-07-17,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
6454,2017-07-17,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
6455,2017-07-17,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
6456,2017-07-17,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
6457,2017-07-17,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
6465,2017-07-18,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
6474,2017-07-18,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
6476,2017-07-18,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
6480,2017-07-18,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
6481,2017-07-18,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
6482,2017-07-18,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
6491,2017-07-19,Nucleated,,21.0,Nucleated,Glt25d2-Cre_NF107
6493,2017-07-19,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
6494,2017-07-19,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
6496,2017-07-19,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
6497,2017-07-19,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
6498,2017-07-19,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
6499,2017-07-19,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
6502,2017-07-19,Nucleated,,21.0,Nucleated,Glt25d2-Cre_NF107
6503,2017-07-19,Nucleated,,21.0,Nucleated,Glt25d2-Cre_NF107
6504,2017-07-19,Nucleated,,21.0,Nucleated,Glt25d2-Cre_NF107
6505,2017-07-19,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
6506,2017-07-19,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
6507,2017-07-19,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
6508,2017-07-19,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
6509,2017-07-19,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
6510,2017-07-19,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
6511,2017-07-19,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
6512,2017-07-19,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
6515,2017-07-19,Nucleated,,21.0,Nucleated,Glt25d2-Cre_NF107
6517,2017-07-19,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
6518,2017-07-19,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
6526,2017-07-20,Nucleated,,21.0,Nucleated,Glt25d2-Cre_NF107
6527,2017-07-20,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
6528,2017-07-20,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
6531,2017-07-20,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
6532,2017-07-20,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
6538,2017-07-20,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
6539,2017-07-20,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
6544,2017-07-20,Nucleated,,21.0,Nucleated,Glt25d2-Cre_NF107
6545,2017-07-20,Nucleated,,21.0,Nucleated,Glt25d2-Cre_NF107
6546,2017-07-20,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
6547,2017-07-20,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
6548,2017-07-20,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
6549,2017-07-20,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
6550,2017-07-20,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
6558,2017-07-21,Nucleated,,21.0,Nucleated,Cux2-CreERT2
6561,2017-07-21,Nucleated,,21.0,Nucleated,Cux2-CreERT2
6564,2017-07-21,Nucleated,,21.0,Nucleated,Cux2-CreERT2
6568,2017-07-21,Nucleated,,21.0,Nucleated,Cux2-CreERT2
6570,2017-07-21,Nucleated,,21.0,Nucleated,Cux2-CreERT2
6572,2017-07-21,Nucleated,,21.0,Nucleated,Vipr2-IRES2-Cre-neo
6574,2017-07-21,Nucleated,,21.0,Nucleated,Cux2-CreERT2
6575,2017-07-21,Nucleated,,21.0,Nucleated,Cux2-CreERT2
6578,2017-07-21,Nucleated,,21.0,Nucleated,Cux2-CreERT2
6581,2017-07-21,Nucleated,,21.0,Nucleated,Cux2-CreERT2
6582,2017-07-21,Nucleated,,21.0,Nucleated,Vipr2-IRES2-Cre-neo
6583,2017-07-21,Nucleated,,21.0,Nucleated,Cux2-CreERT2
6584,2017-07-21,Nucleated,,21.0,Nucleated,Cux2-CreERT2
6585,2017-07-21,Nucleated,,21.0,Nucleated,Cux2-CreERT2
6592,2017-07-24,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
6598,2017-07-24,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
6600,2017-07-24,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
6605,2017-07-24,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
6606,2017-07-24,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
6607,2017-07-24,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
6608,2017-07-24,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
6611,2017-07-24,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
6619,2017-07-25,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
6625,2017-07-25,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
6627,2017-07-25,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
6630,2017-07-25,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
6631,2017-07-25,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
6632,2017-07-25,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
6634,2017-07-25,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
6637,2017-07-25,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
6640,2017-07-25,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
6642,2017-07-25,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
6643,2017-07-25,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
6650,2017-07-26,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
6653,2017-07-26,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
6657,2017-07-26,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
6659,2017-07-26,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
6662,2017-07-26,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
6665,2017-07-26,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
6666,2017-07-26,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
6669,2017-07-26,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
6670,2017-07-26,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
6671,2017-07-26,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
6673,2017-07-26,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
6674,2017-07-26,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
6675,2017-07-26,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
6678,2017-07-26,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
6685,2017-07-27,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
6687,2017-07-27,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
6688,2017-07-27,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
6693,2017-07-27,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
6697,2017-07-27,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
6698,2017-07-27,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
6699,2017-07-27,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
6700,2017-07-27,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
6704,2017-07-27,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
6714,2017-07-28,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
6716,2017-07-28,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
6723,2017-07-28,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
6724,2017-07-28,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
6725,2017-07-28,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
6728,2017-07-28,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
6733,2017-07-28,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
6735,2017-07-28,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
6738,2017-07-28,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
6740,2017-07-28,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
6758,2017-07-31,Nucleated,,21.0,Nucleated,Ctgf-T2A-dgCre
6759,2017-07-31,Nucleated,,21.0,Nucleated,Ctgf-T2A-dgCre
6761,2017-07-31,Nucleated,,21.0,Nucleated,Nkx2-1-CreERT2
6768,2017-07-31,Nucleated,,21.0,Nucleated,Nkx2-1-CreERT2
6769,2017-07-31,Nucleated,,21.0,Nucleated,Nkx2-1-CreERT2
6770,2017-07-31,Nucleated,,21.0,Nucleated,Nkx2-1-CreERT2
6786,2017-08-01,Nucleated,,21.0,Nucleated,Ctgf-T2A-dgCre
6787,2017-08-01,Nucleated,,21.0,Nucleated,Ctgf-T2A-dgCre
6788,2017-08-01,Nucleated,,21.0,Nucleated,Ctgf-T2A-dgCre
6789,2017-08-01,Nucleated,,21.0,Nucleated,Ctgf-T2A-dgCre
6791,2017-08-01,Nucleated,,21.0,Nucleated,Ctgf-T2A-dgCre
6792,2017-08-01,Nucleated,,21.0,Nucleated,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6795,2017-08-01,Nucleated,,21.0,Nucleated,Ctgf-T2A-dgCre
6807,2017-08-02,Nucleated,,21.0,Nucleated,Oxtr-T2A-Cre
6809,2017-08-02,Nucleated,,21.0,Nucleated,Oxtr-T2A-Cre
6813,2017-08-02,Nucleated,,21.0,Nucleated,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6815,2017-08-02,Nucleated,,21.0,Nucleated,Oxtr-T2A-Cre
6817,2017-08-02,Nucleated,,21.0,Nucleated,Oxtr-T2A-Cre
6820,2017-08-02,Nucleated,,21.0,Nucleated,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6831,2017-08-03,Nucleated,,21.0,Nucleated,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6836,2017-08-03,Nucleated,,21.0,Nucleated,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6840,2017-08-03,Nucleated,,21.0,Nucleated,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6841,2017-08-03,Nucleated,,21.0,Nucleated,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6842,2017-08-03,Nucleated,,21.0,Nucleated,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6851,2017-08-04,Nucleated,,21.0,Nucleated,Ctgf-T2A-dgCre
6860,2017-08-07,Nucleated,,21.0,Nucleated,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6874,2017-08-07,Nucleated,,21.0,Nucleated,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6876,2017-08-07,Nucleated,,21.0,Nucleated,Pvalb-IRES-Cre
6882,2017-08-07,Nucleated,,21.0,Nucleated,Pvalb-IRES-Cre
6885,2017-08-07,Nucleated,,21.0,Nucleated,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6894,2017-08-08,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
6895,2017-08-08,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
6897,2017-08-08,Nucleated,,21.0,Nucleated,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6906,2017-08-08,Nucleated,,21.0,Nucleated,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6909,2017-08-08,Nucleated,,21.0,Nucleated,Pvalb-IRES-Cre
6914,2017-08-08,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
6917,2017-08-08,Nucleated,,21.0,Nucleated,Pvalb-IRES-Cre
6931,2017-08-08,Nucleated,,21.0,Nucleated,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6943,2017-08-09,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
6944,2017-08-09,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
6948,2017-08-09,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
6949,2017-08-09,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
6950,2017-08-09,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
6951,2017-08-09,Nucleated,,21.0,Nucleated,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6952,2017-08-09,Nucleated,,21.0,Nucleated,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO
6955,2017-08-09,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
6961,2017-08-09,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
6981,2017-08-10,Nucleated,,21.0,Nucleated,Pvalb-IRES-Cre
6982,2017-08-10,Nucleated,,21.0,Nucleated,Pvalb-IRES-Cre
6984,2017-08-10,Nucleated,,21.0,Nucleated,Gad2-IRES-Cre
7001,2017-08-16,Nucleated,,21.0,Nucleated,Ndnf-IRES2-dgCre
7002,2017-08-16,Nucleated,,21.0,Nucleated,Ndnf-IRES2-dgCre
7004,2017-08-16,Nucleated,,21.0,Nucleated,Ndnf-IRES2-dgCre
7014,2017-08-17,Nucleated,,21.0,Nucleated,Ctgf-T2A-dgCre
7015,2017-08-17,Nucleated,,21.0,Nucleated,Ctgf-T2A-dgCre
7016,2017-08-17,Nucleated,,21.0,Nucleated,Ctgf-T2A-dgCre
7023,2017-08-18,Nucleated,,21.0,Nucleated,Ctgf-T2A-dgCre
7026,2017-08-18,Nucleated,,21.0,Nucleated,Ndnf-IRES2-dgCre
7027,2017-08-18,Nucleated,,21.0,Nucleated,Ndnf-IRES2-dgCre
7035,2017-08-21,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
7036,2017-08-21,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
7044,2017-08-23,Nucleated,,21.0,Nucleated,Scnn1a-Tg3-Cre
7045,2017-08-23,Nucleated,,21.0,Nucleated,Scnn1a-Tg3-Cre
7055,2017-08-24,Nucleated,,21.0,Nucleated,Chrna2-Cre_OE25
7056,2017-08-24,Nucleated,,21.0,Nucleated,Chrna2-Cre_OE25
7058,2017-08-24,Nucleated,,21.0,Nucleated,Chat-IRES-Cre-neo
7062,2017-08-24,Nucleated,,21.0,Nucleated,Chrna2-Cre_OE25
7063,2017-08-24,Nucleated,,21.0,Nucleated,Chrna2-Cre_OE25
7064,2017-08-24,Nucleated,,21.0,Nucleated,Chat-IRES-Cre-neo
7065,2017-08-24,Nucleated,,21.0,Nucleated,Chat-IRES-Cre-neo
7073,2017-08-25,Nucleated,,21.0,Nucleated,Chrna2-Cre_OE25
7075,2017-08-25,Nucleated,,21.0,Nucleated,Chrna2-Cre_OE25
7108,2017-08-31,Nucleated,,21.0,Nucleated,Pvalb-IRES-Cre
7109,2017-08-31,Nucleated,,21.0,Nucleated,Pvalb-IRES-Cre
7110,2017-08-31,Nucleated,,21.0,Nucleated,Pvalb-IRES-Cre
7113,2017-08-31,Nucleated,,21.0,Nucleated,Pvalb-IRES-Cre
7116,2017-08-31,Nucleated,,21.0,Nucleated,Pvalb-IRES-Cre
7118,2017-08-31,Nucleated,,21.0,Nucleated,Pvalb-IRES-Cre
7119,2017-08-31,Nucleated,,21.0,Nucleated,Pvalb-IRES-Cre
7126,2017-09-01,Nucleated,,21.0,Nucleated,Htr3a-Cre_NO152
7127,2017-09-01,Nucleated,,21.0,Nucleated,Htr3a-Cre_NO152
7128,2017-09-01,Nucleated,,21.0,Nucleated,Htr3a-Cre_NO152
7133,2017-09-01,Nucleated,,21.0,Nucleated,Htr3a-Cre_NO152
7143,2017-09-06,Nucleated,,21.0,Nucleated,Pvalb-IRES-Cre
7144,2017-09-06,Nucleated,,21.0,Nucleated,Pvalb-IRES-Cre
7145,2017-09-08,Nucleated,,21.0,Nucleated,Nos1-CreERT2;Sst-IRES-FlpO
7146,2017-09-08,Nucleated,,21.0,Nucleated,Nos1-CreERT2;Sst-IRES-FlpO
7148,2017-09-11,Nucleated,,21.0,Nucleated,Sst-IRES-Cre
7150,2017-09-11,Nucleated,,21.0,Nucleated,Scnn1a-Tg2-Cre
7154,2017-09-12,Nucleated,,21.0,Nucleated,Sst-IRES-Cre
7155,2017-09-12,Nucleated,,21.0,Nucleated,Sst-IRES-Cre
7156,2017-09-13,Nucleated,,21.0,Nucleated,Sst-IRES-Cre
7159,2017-09-13,Nucleated,,21.0,Nucleated,Sst-IRES-Cre
7161,2017-09-13,Nucleated,,21.0,Nucleated,Sst-IRES-Cre
7166,2017-09-14,Nucleated,,21.0,Nucleated,Sst-IRES-Cre
7168,2017-09-14,Nucleated,,21.0,Nucleated,Sst-IRES-Cre
7169,2017-09-14,Nucleated,,21.0,Nucleated,Sst-IRES-Cre
7170,2017-09-14,Nucleated,,21.0,Nucleated,Sst-IRES-Cre
7172,2017-09-15,Nucleated,,21.0,Nucleated,Sst-IRES-Cre
7173,2017-09-15,Nucleated,,21.0,Nucleated,Sst-IRES-Cre
7175,2017-09-15,Nucleated,,21.0,Nucleated,Scnn1a-Tg2-Cre
7176,2017-09-15,Nucleated,,21.0,Nucleated,Scnn1a-Tg2-Cre
7179,2017-09-15,Nucleated,,21.0,Nucleated,Sst-IRES-Cre
7181,2017-09-15,Nucleated,,21.0,Nucleated,Scnn1a-Tg2-Cre
7182,2017-09-15,Nucleated,,21.0,Nucleated,Scnn1a-Tg2-Cre
7183,2017-09-15,Nucleated,,21.0,Nucleated,Scnn1a-Tg2-Cre
7186,2017-09-18,Nucleated,,21.0,Nucleated,Oxtr-T2A-Cre
7187,2017-09-18,Nucleated,,21.0,Nucleated,Oxtr-T2A-Cre
7188,2017-09-18,Nucleated,,21.0,Nucleated,Oxtr-T2A-Cre
7189,2017-09-18,Nucleated,,21.0,Nucleated,Oxtr-T2A-Cre
7190,2017-09-18,Nucleated,,21.0,Nucleated,Sst-IRES-Cre
7191,2017-09-18,Nucleated,,21.0,Nucleated,Sst-IRES-Cre
7193,2017-09-18,Nucleated,,21.0,Nucleated,Scnn1a-Tg2-Cre
7194,2017-09-18,Nucleated,,21.0,Nucleated,Oxtr-T2A-Cre
7195,2017-09-18,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
7196,2017-09-18,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
7197,2017-09-18,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
7198,2017-09-18,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
7199,2017-09-18,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
7200,2017-09-18,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
7201,2017-09-18,Nucleated,,21.0,Nucleated,Sst-IRES-Cre
7202,2017-09-18,Nucleated,,21.0,Nucleated,Sst-IRES-Cre
7205,2017-09-19,Nucleated,,21.0,Nucleated,Chrna2-Cre_OE25
7206,2017-09-19,Nucleated,,21.0,Nucleated,Chrna2-Cre_OE25
7208,2017-09-19,Nucleated,,21.0,Nucleated,Chrna2-Cre_OE25
7209,2017-09-20,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
7211,2017-09-20,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
7212,2017-09-20,Nucleated,,21.0,Nucleated,Oxtr-T2A-Cre
7213,2017-09-20,Nucleated,,21.0,Nucleated,Oxtr-T2A-Cre
7214,2017-09-20,Nucleated,,21.0,Nucleated,Oxtr-T2A-Cre
7215,2017-09-20,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
7216,2017-09-20,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
7218,2017-09-20,Nucleated,,21.0,Nucleated,Vip-IRES-Cre
7219,2017-09-20,Nucleated,,21.0,Nucleated,Oxtr-T2A-Cre
7220,2017-09-20,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
7221,2017-09-20,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
7222,2017-09-20,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
7223,2017-09-20,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
7224,2017-09-20,Nucleated,,21.0,Nucleated,Rbp4-Cre_KL100
