,Date,Post patch?,Post patch pipette R,PCR cycles,Time spent extracting cytosol,Time spent retracting pipette,patch duration,Picogreen conc. (pg/uL),Picogreen yield (pg),BA conc. >400 (pg/uL),Ratio >400/total,SM_QC_PF,recording duration,post patch class
2631,2017-06-22,No-Seal,,21.0,1.7,0.0,5.316666667,205.0,,220.4,0.45,fail,3.616666667,No seal
2632,2017-06-22,No-Seal,,21.0,1.516666667,0.0,3.216666667,641.0,,735.9,0.66,pass,1.7,No seal
2641,2017-06-22,No-Seal,,21.0,1.78333333,0.0,4.68333333,459.0,,315.3,0.39,fail,2.9,No seal
2642,2017-06-22,No-Seal,,21.0,2.05,0.0,5.18333333,557.0,,933.9,0.64,pass,3.13333333,No seal
2645,2017-06-22,No-Seal,,21.0,1.33333333,0.0,3.81666667,167.0,,151.2,0.37,fail,2.48333334,No seal
2647,2017-06-22,No-Seal,,21.0,0.78333333,0.0,5.83333333,761.0,,962.0,0.45,pass,5.05,No seal
2651,2017-06-22,No-Seal,,21.0,2.4,0.0,6.11666667,1681.0,,1919.0,0.71,pass,3.71666667,No seal
2656,2017-06-22,No-Seal,,21.0,0.9,0.0,4.71666667,1793.0,,2779.0,0.81,pass,3.81666667,No seal
2669,2017-06-23,No-Seal,,21.0,1.45,0.0,3.783333333,298.0,,667.0,0.51,fail,2.333333333,No seal
2671,2017-06-23,No-Seal,,21.0,1.75,0.0,3.283333333,1390.0,,4364.0,0.84,pass,1.533333333,No seal
2674,2017-06-23,No-Seal,,21.0,1.25,0.0,4.45,270.0,,335.0,0.41,fail,3.2,No seal
2685,2017-06-23,No-Seal,,21.0,0.7,0.0,3.08333333,389.0,,600.0,0.37,fail,2.38333333,No seal
2688,2017-06-23,No-Seal,,21.0,1.16666667,0.0,5.21666667,1596.0,,4433.0,0.79,pass,4.05,No seal
2689,2017-06-23,No-Seal,,21.0,0.7,0.0,3.01666667,1278.0,,3434.0,0.73,pass,2.31666667,No seal
2707,2017-06-26,No-Seal,,21.0,1.216666667,0.0,3.1,342.0,,643.0,0.5,pass,1.883333333,No seal
2708,2017-06-26,No-Seal,,21.0,1.2,0.0,3.233333333,1046.0,,2270.0,0.71,pass,2.033333333,No seal
2709,2017-06-26,No-Seal,,21.0,0.983333333,0.0,3.133333333,418.0,,844.0,0.57,pass,2.15,No seal
2714,2017-06-26,No-Seal,,21.0,0.46666667,0.0,3.08333333,469.0,,857.0,0.45,pass,2.61666666,No seal
2715,2017-06-26,No-Seal,,21.0,0.8,0.0,4.08333333,1095.0,,3430.0,0.87,pass,3.28333333,No seal
2716,2017-06-26,No-Seal,,21.0,0.95,0.0,3.51666667,1601.0,,3728.0,0.8,pass,2.56666667,No seal
2719,2017-06-26,No-Seal,,21.0,0.7,0.0,2.71666667,1353.0,,3720.0,0.77,pass,2.01666667,No seal
2732,2017-06-27,No-Seal,,21.0,1.0,0.0,3.1,933.0,,2485.0,0.74,pass,2.1,No seal
2741,2017-06-27,No-Seal,,21.0,0.83333333,0.0,3.15,800.0,,1864.0,0.72,pass,2.31666667,No seal
2745,2017-06-27,No-Seal,,21.0,0.41666667,0.0,2.98333333,376.0,,1082.0,0.62,pass,2.56666666,No seal
2748,2017-06-27,No-Seal,,21.0,0.81666667,0.0,3.51666667,619.0,,1795.0,0.6,pass,2.7,No seal
2752,2017-06-27,No-Seal,,21.0,1.16666667,0.0,5.05,1765.0,,2382.0,0.31,pass,3.88333333,No seal
2758,2017-06-27,No-Seal,,21.0,0.8,0.0,4.73333333,1291.0,,4213.0,0.8,pass,3.93333333,No seal
2767,2017-06-28,No-Seal,,21.0,2.616666667,0.0,6.016666667,480.0,,973.4,0.51,pass,3.4,No seal
2769,2017-06-28,No-Seal,,21.0,1.033333333,0.0,4.566666667,770.0,,1757.5,0.6,pass,3.533333334,No seal
2771,2017-06-28,No-Seal,,21.0,1.216666667,0.0,3.15,1085.0,,2314.1,0.62,pass,1.933333333,No seal
2775,2017-06-28,No-Seal,,21.0,0.683333333,0.0,2.433333333,459.0,,1198.6,0.56,pass,1.75,No seal
2780,2017-06-28,No-Seal,,21.0,1.5,0.0,4.93333333,1130.0,,3123.5,0.76,pass,3.43333333,No seal
2784,2017-06-28,No-Seal,,21.0,0.65,0.0,3.51666667,884.0,,2817.3,0.76,pass,2.86666667,No seal
2801,2017-06-29,No-Seal,,21.0,0.933333333,0.0,2.566666667,475.0,,718.3,0.44,pass,1.633333334,No seal
2830,2017-06-30,No-Seal,,21.0,0.48333333,0.0,3.25,864.0,,603.7,0.71,fail,2.76666667,No seal
2886,2017-07-05,No-Seal,,21.0,1.033333333,0.0,3.5,271.0,,440.9,0.59,fail,2.466666667,No seal
2891,2017-07-05,No-Seal,,21.0,1.033333333,0.0,3.233333333,194.0,,292.3,0.51,fail,2.2,No seal
2892,2017-07-05,No-Seal,,21.0,1.016666667,0.0,2.633333333,193.0,,418.0,0.63,fail,1.616666666,No seal
2895,2017-07-05,No-Seal,,21.0,0.88333333,0.0,4.41666667,1293.0,,4178.1,0.8,pass,3.53333334,No seal
2896,2017-07-05,No-Seal,,21.0,0.73333333,0.0,3.63333333,819.0,,2042.2,0.8,pass,2.9,No seal
2897,2017-07-05,No-Seal,,21.0,0.78333333,0.0,3.73333333,1527.0,,4842.7,0.9,pass,2.95,No seal
2903,2017-07-05,No-Seal,,21.0,0.56666667,0.0,4.13333333,581.0,,1699.1,0.79,pass,3.56666666,No seal
2910,2017-07-05,No-Seal,,21.0,0.18333333,0.0,3.56666667,893.0,,1922.9,0.74,pass,3.38333334,No seal
2911,2017-07-05,No-Seal,,21.0,0.23333333,0.0,3.23333333,787.0,,1407.2,0.69,pass,3.0,No seal
2913,2017-07-05,No-Seal,,21.0,0.28333333,0.0,3.03333333,820.0,,1250.6,0.69,pass,2.75,No seal
2914,2017-07-05,No-Seal,,21.0,0.31666667,0.0,3.25,299.0,,582.8,0.73,pass,2.93333333,No seal
2919,2017-07-05,No-Seal,,21.0,0.3,0.0,3.01666667,196.0,,343.0,0.6,fail,2.71666667,No seal
2927,2017-07-06,No-Seal,,21.0,1.016666667,0.0,11.88333333,236.0,,423.9,0.6,fail,10.866666663,No seal
2930,2017-07-06,No-Seal,,21.0,0.55,0.0,10.13333333,318.0,,342.3,0.47,fail,9.58333333,No seal
2932,2017-07-06,No-Seal,,21.0,0.85,0.0,2.633333333,188.0,,258.4,0.51,fail,1.783333333,No seal
2941,2017-07-06,No-Seal,,21.0,0.93333333,0.0,4.9,139.0,,482.7,0.68,fail,3.96666667,No seal
2950,2017-07-06,No-Seal,,21.0,0.26666667,0.0,8.45,223.0,,1190.8,0.64,pass,8.18333333,No seal
2951,2017-07-06,No-Seal,,21.0,0.48333333,0.0,8.63333333,375.0,,1449.9,0.6,pass,8.15,No seal
2961,2017-07-07,No-Seal,,21.0,1.0,0.0,8.533333333,225.0,,798.5,0.54,fail,7.533333333,No seal
2964,2017-07-07,No-Seal,,21.0,1.0,0.0,10.58333333,399.0,,1358.4,0.65,pass,9.58333333,No seal
2965,2017-07-07,No-Seal,,21.0,1.433333333,0.0,3.466666667,190.0,,683.9,0.63,pass,2.033333334,No seal
2966,2017-07-07,No-Seal,,21.0,1.15,0.0,11.53333333,261.0,,605.2,0.61,pass,10.38333333,No seal
2972,2017-07-07,No-Seal,,21.0,0.56666667,0.0,4.6,159.0,,657.5,0.6,fail,4.03333333,No seal
2981,2017-07-07,No-Seal,,21.0,0.38333333,0.0,7.33333333,215.0,,527.9,0.38,fail,6.95,No seal
2982,2017-07-07,No-Seal,,21.0,0.46666667,0.0,8.71666667,200.0,,780.0,0.62,pass,8.25,No seal
2984,2017-07-07,No-Seal,,21.0,0.51666667,0.0,3.55,155.0,,688.0,0.7,pass,3.03333333,No seal
2995,2017-07-10,No-Seal,,21.0,1.833333333,0.0,10.58333333,121.0,,971.0,0.81,pass,8.749999997,No seal
2996,2017-07-10,No-Seal,,21.0,0.816666667,0.0,10.86666667,141.0,,1322.0,0.79,pass,10.050000003,No seal
2997,2017-07-10,No-Seal,,21.0,0.716666667,0.0,2.883333333,110.0,,482.0,0.63,fail,2.166666666,No seal
3000,2017-07-10,No-Seal,,21.0,1.883333333,0.0,3.75,131.0,,632.0,0.72,pass,1.866666667,No seal
3003,2017-07-10,No-Seal,,21.0,0.8,0.0,2.7,69.0,,530.0,0.78,fail,1.9,No seal
3018,2017-07-10,No-Seal,,21.0,0.46666667,0.0,8.05,207.0,,742.0,0.47,pass,7.58333333,No seal
3019,2017-07-10,No-Seal,,21.0,0.48333333,0.0,3.16666667,38.0,,327.0,0.97,fail,2.68333334,No seal
3024,2017-07-10,No-Seal,,21.0,1.25,0.0,9.76666667,33.0,,187.0,0.98,fail,8.51666667,No seal
3032,2017-07-12,No-Seal,,21.0,1.05,0.0,10.45,119.0,,458.0,0.89,fail,9.4,No seal
3033,2017-07-12,No-Seal,,21.0,1.7,0.0,12.61666667,103.0,,543.0,0.79,pass,10.91666667,No seal
3039,2017-07-12,No-Seal,,21.0,0.85,0.0,8.233333333,268.0,,1042.0,0.79,pass,7.383333333,No seal
3040,2017-07-12,No-Seal,,21.0,1.483333333,0.0,3.766666667,194.0,,569.0,0.53,fail,2.283333334,No seal
3046,2017-07-12,No-Seal,,21.0,0.56666667,0.0,10.4666667,284.0,,928.0,0.48,pass,9.90000003,No seal
3048,2017-07-12,No-Seal,,21.0,0.56666667,0.0,11.0333333,176.0,,693.0,0.69,pass,10.46666663,No seal
3050,2017-07-12,No-Seal,,21.0,0.5,0.0,11.5333333,191.0,,578.0,0.56,pass,11.0333333,No seal
3059,2017-07-13,No-Seal,,21.0,0.633333333,0.0,11.93333333,222.0,,762.0,0.62,pass,11.299999997,No seal
3062,2017-07-13,No-Seal,,21.0,0.65,0.0,25.33333333,146.0,,628.0,0.62,fail,24.68333333,No seal
3063,2017-07-13,No-Seal,,21.0,0.733333333,0.0,11.03333333,253.0,,1284.0,0.73,pass,10.299999997,No seal
3064,2017-07-13,No-Seal,,21.0,0.9,0.0,20.21666667,129.0,,550.0,0.58,fail,19.31666667,No seal
3071,2017-07-13,No-Seal,,21.0,0.46666667,0.0,16.3166667,234.0,,847.0,0.52,pass,15.85000003,No seal
3072,2017-07-13,No-Seal,,21.0,1.36666667,0.0,10.6333333,334.0,,940.0,0.6,pass,9.26666663,No seal
3080,2017-07-14,No-Seal,,21.0,1.766666667,0.0,3.333333333,146.0,,217.0,0.45,fail,1.566666666,No seal
3083,2017-07-14,No-Seal,,21.0,0.633333333,0.0,2.95,221.0,,411.0,0.48,fail,2.316666667,No seal
3086,2017-07-14,No-Seal,,21.0,0.65,0.0,4.05,287.0,,276.0,0.18,fail,3.4,No seal
3104,2017-07-17,No-Seal,,21.0,1.066666667,0.0,3.083333333,361.0,,359.0,0.45,fail,2.016666666,No seal
3107,2017-07-17,No-Seal,,21.0,1.883333333,0.0,4.683333333,348.0,,426.0,0.41,fail,2.8,No seal
3108,2017-07-17,No-Seal,,21.0,0.666666667,0.0,2.866666667,120.0,,231.0,0.42,fail,2.2,No seal
3130,2017-07-18,No-Seal,,21.0,0.566666667,0.0,10.26666667,293.0,,540.0,0.56,pass,9.700000003,No seal
3134,2017-07-18,No-Seal,,21.0,0.4,0.0,9.083333333,208.0,,476.0,0.61,fail,8.683333333,No seal
3137,2017-07-18,No-Seal,,21.0,0.916666667,0.0,8.483333333,269.0,,730.0,0.52,pass,7.566666666,No seal
3141,2017-07-18,No-Seal,,21.0,1.25,0.0,11.6333333,177.0,,565.0,0.54,pass,10.3833333,No seal
3143,2017-07-18,No-Seal,,21.0,0.9,0.0,11.1833333,264.0,,730.0,0.44,pass,10.2833333,No seal
3155,2017-07-19,No-Seal,,21.0,0.583333333,0.0,9.083333333,205.0,,598.0,0.59,pass,8.5,No seal
3156,2017-07-19,No-Seal,,21.0,0.85,0.0,12.41666667,25.0,,99.0,0.53,fail,11.56666667,No seal
3161,2017-07-19,No-Seal,,21.0,0.966666667,0.0,9.9,218.0,,713.0,0.56,pass,8.933333333,No seal
3199,2017-07-20,No-Seal,,21.0,1.216666667,0.0,8.933333333,73.0,,176.0,0.45,fail,7.716666666,No seal
3200,2017-07-20,No-Seal,,21.0,0.683333333,0.0,9.466666667,132.0,,15.0,0.93,fail,8.783333334,No seal
3203,2017-07-20,No-Seal,,21.0,1.45,0.0,11.35,388.0,,654.0,0.36,pass,9.9,No seal
3207,2017-07-20,No-Seal,,21.0,2.46666667,0.0,12.9166667,1449.0,,1994.0,0.74,pass,10.45000003,No seal
3223,2017-07-21,No-Seal,,21.0,0.4,0.0,9.05,102.0,,244.0,0.39,fail,8.65,No seal
3225,2017-07-21,No-Seal,,21.0,0.4,0.0,9.283333333,291.0,,736.0,0.47,pass,8.883333333,No seal
3226,2017-07-21,No-Seal,,21.0,1.15,0.0,10.41666667,171.0,,360.0,0.36,fail,9.26666667,No seal
3229,2017-07-21,No-Seal,,21.0,0.383333333,0.0,8.866666667,115.0,,298.0,0.48,fail,8.483333334,No seal
3231,2017-07-21,No-Seal,,21.0,2.366666667,0.0,9.666666667,31.0,,75.0,0.3,fail,7.3,No seal
3235,2017-07-21,No-Seal,,21.0,1.26666667,0.0,10.8333333,172.0,,376.0,0.37,fail,9.56666663,No seal
3237,2017-07-21,No-Seal,,21.0,0.96666667,0.0,7.6,415.0,,1780.0,0.81,pass,6.63333333,No seal
3239,2017-07-21,No-Seal,,21.0,0.41666667,0.0,5.03333333,139.0,,440.0,0.57,fail,4.61666666,No seal
3245,2017-07-21,No-Seal,,21.0,0.45,0.0,9.91666667,162.0,,273.0,0.28,fail,9.46666667,No seal
3246,2017-07-21,No-Seal,,21.0,2.06666667,0.0,10.9166667,102.0,,248.0,0.38,fail,8.85000003,No seal
3259,2017-07-24,No-Seal,,21.0,0.6,0.0,10.85,216.0,,668.0,0.51,pass,10.25,No seal
3260,2017-07-24,No-Seal,,21.0,3.216666667,0.0,11.81666667,175.0,,430.0,0.41,fail,8.600000003,No seal
3261,2017-07-24,No-Seal,,21.0,1.233333333,0.0,11.26666667,79.0,,177.0,0.41,fail,10.033333337,No seal
3267,2017-07-24,No-Seal,,21.0,0.95,0.0,4.98333333,1659.0,,7774.0,0.9,pass,4.03333333,No seal
3268,2017-07-24,No-Seal,,21.0,0.65,0.0,9.15,301.0,,530.0,0.29,fail,8.5,No seal
3275,2017-07-24,No-Seal,,21.0,1.33333333,0.0,10.0666667,253.0,,680.0,0.51,pass,8.73333337,No seal
3284,2017-07-25,No-Seal,,21.0,0.55,0.0,7.2,166.0,,229.0,0.29,fail,6.65,No seal
3286,2017-07-25,No-Seal,,21.0,0.6,0.0,11.85,144.0,,311.0,0.39,fail,11.25,No seal
3288,2017-07-25,No-Seal,,21.0,1.733333333,0.0,12.76666667,0.0,,0.0,,fail,11.033333337,No seal
3289,2017-07-25,No-Seal,,21.0,0.333333333,0.0,9.333333333,127.0,,226.0,0.41,fail,9.0,No seal
3290,2017-07-25,No-Seal,,21.0,0.683333333,0.0,11.23333333,134.0,,191.0,0.5,fail,10.549999997,No seal
3292,2017-07-25,No-Seal,,21.0,0.366666667,0.0,7.883333333,132.0,,282.0,0.46,fail,7.516666666,No seal
3299,2017-07-25,No-Seal,,21.0,1.25,0.0,9.01666667,247.0,,634.0,0.58,pass,7.76666667,No seal
3301,2017-07-25,No-Seal,,21.0,1.1,0.0,10.0333333,567.0,,2174.0,0.81,pass,8.9333333,No seal
3317,2017-07-26,No-Seal,,21.0,2.066666667,0.0,11.06666667,168.0,,328.0,0.44,fail,9.000000003,No seal
3321,2017-07-26,No-Seal,,21.0,0.85,0.0,8.3,854.0,,754.0,0.73,pass,7.45,No seal
3322,2017-07-26,No-Seal,,21.0,0.666666667,0.0,9.966666667,1047.0,,886.0,0.64,pass,9.3,No seal
3324,2017-07-26,No-Seal,,21.0,1.4,0.0,9.75,918.0,,901.0,0.69,pass,8.35,No seal
3330,2017-07-26,No-Seal,,21.0,0.75,0.0,10.6666667,5349.0,,7582.0,0.89,pass,9.9166667,No seal
3338,2017-07-26,No-Seal,,21.0,1.35,0.0,9.53333333,4855.0,,2928.0,0.73,pass,8.18333333,No seal
3355,2017-07-27,No-Seal,,21.0,0.733333333,0.0,8.283333333,604.0,,175.0,0.41,fail,7.55,No seal
3356,2017-07-27,No-Seal,,21.0,0.35,0.0,7.616666667,645.0,,199.0,0.42,fail,7.266666667,No seal
3358,2017-07-27,No-Seal,,21.0,0.716666667,0.0,10.18333333,841.0,,680.0,0.59,pass,9.466666663,No seal
3360,2017-07-27,No-Seal,,21.0,0.433333333,0.0,7.65,895.0,,556.0,0.59,pass,7.216666667,No seal
3369,2017-07-27,No-Seal,,21.0,0.21666667,0.0,10.8,515.0,,412.0,0.57,fail,10.58333333,No seal
3378,2017-07-28,No-Seal,,21.0,0.866666667,0.0,9.033333333,414.0,,231.0,0.49,fail,8.166666666,No seal
3383,2017-07-28,No-Seal,,21.0,0.466666667,0.0,7.883333333,426.0,,239.0,0.51,fail,7.416666666,No seal
3384,2017-07-28,No-Seal,,21.0,0.366666667,0.0,7.266666667,456.0,,230.0,0.49,fail,6.9,No seal
3392,2017-07-28,No-Seal,,21.0,0.75,0.0,8.7,4081.0,,4085.0,0.88,pass,7.95,No seal
3393,2017-07-28,No-Seal,,21.0,0.7,0.0,4.46666667,1494.0,,968.0,0.67,pass,3.76666667,No seal
3396,2017-07-28,No-Seal,,21.0,1.4,0.0,10.2,4291.0,,3041.0,0.85,pass,8.8,No seal
3400,2017-07-28,No-Seal,,21.0,0.71666667,0.0,9.83333333,880.0,,463.0,0.46,fail,9.11666666,No seal
3402,2017-07-28,No-Seal,,21.0,0.4,0.0,8.43333333,825.0,,671.0,0.76,fail,8.03333333,No seal
3403,2017-07-28,No-Seal,,21.0,0.2,0.0,8.2,1413.0,,988.0,0.54,pass,8.0,No seal
3405,2017-07-28,No-Seal,,21.0,0.2,0.0,4.9,1151.0,,618.0,0.68,pass,4.7,No seal
3414,2017-07-31,No-Seal,,21.0,1.45,0.0,9.45,797.0,,225.0,0.27,fail,8.0,No seal
3415,2017-07-31,No-Seal,,21.0,2.366666667,0.0,8.033333333,2721.0,,327.0,0.33,pass,5.666666666,No seal
3416,2017-07-31,No-Seal,,21.0,1.55,0.0,7.333333333,2911.0,,3304.0,0.49,pass,5.783333333,No seal
3417,2017-07-31,No-Seal,,21.0,0.516666667,0.0,7.933333333,537.0,,147.0,0.29,fail,7.416666666,No seal
3418,2017-07-31,No-Seal,,21.0,1.583333333,0.0,7.9,868.0,,443.0,0.4,fail,6.316666667,No seal
3419,2017-07-31,No-Seal,,21.0,0.8,0.0,7.166666667,2069.0,,3239.0,0.65,pass,6.366666667,No seal
3422,2017-07-31,No-Seal,,21.0,0.95,0.0,8.51666667,1693.0,,1526.0,0.67,pass,7.56666667,No seal
3423,2017-07-31,No-Seal,,21.0,0.9,0.0,8.6,2198.0,,2465.0,0.79,pass,7.7,No seal
3426,2017-07-31,No-Seal,,21.0,1.3,0.0,9.6,1966.0,,1237.0,0.55,pass,8.3,No seal
3430,2017-07-31,No-Seal,,21.0,0.53333333,0.0,9.23333333,2015.0,,2138.0,0.75,pass,8.7,No seal
3431,2017-07-31,No-Seal,,21.0,0.98333333,0.0,8.21666667,1476.0,,989.0,0.42,pass,7.23333334,No seal
3432,2017-07-31,No-Seal,,21.0,1.58333333,0.0,8.55,1662.0,,833.0,0.4,pass,6.96666667,No seal
3433,2017-07-31,No-Seal,,21.0,1.31666667,0.0,8.45,663.0,,295.0,0.32,fail,7.13333333,No seal
3443,2017-08-01,No-Seal,,21.0,0.683333333,0.0,9.066666667,1904.0,,2787.0,0.76,na,8.383333334,No seal
3444,2017-08-01,No-Seal,,21.0,1.816666667,0.0,7.566666667,1038.0,,982.0,0.58,na,5.75,No seal
3445,2017-08-01,No-Seal,,21.0,1.7,0.0,8.916666667,1437.0,,870.0,0.46,na,7.216666667,No seal
3446,2017-08-01,No-Seal,,21.0,0.716666667,0.0,7.566666667,1265.0,,564.0,0.38,na,6.85,No seal
3448,2017-08-01,No-Seal,,21.0,0.683333333,0.0,7.216666667,595.0,,224.0,0.23,na,6.533333334,No seal
3449,2017-08-01,No-Seal,,21.0,0.933333333,0.0,7.016666667,803.0,,512.0,0.46,na,6.083333334,No seal
3456,2017-08-01,No-Seal,,21.0,1.53333333,0.0,9.38333333,620.0,,463.0,0.37,na,7.85,No seal
3462,2017-08-01,No-Seal,,21.0,0.55,0.0,7.93333333,559.0,,305.0,0.45,na,7.38333333,No seal
3464,2017-08-01,No-Seal,,21.0,0.83333333,0.0,7.61666667,2665.0,,2450.0,0.38,pass,6.78333334,No seal
3465,2017-08-01,No-Seal,,21.0,0.56666667,0.0,8.15,724.0,,907.0,0.57,pass,7.58333333,No seal
3466,2017-08-01,No-Seal,,21.0,0.86666667,0.0,8.16666667,999.0,,865.0,0.33,pass,7.3,No seal
3474,2017-08-02,No-Seal,,21.0,1.31666667,0.0,7.96666667,1893.0,,2149.0,0.49,pass,6.65,No seal
3478,2017-08-02,No-Seal,,21.0,0.55,0.0,8.13333333,640.0,,898.0,0.54,pass,7.58333333,No seal
3482,2017-08-02,No-Seal,,21.0,1.1,0.0,7.75,1346.0,,1663.0,0.61,pass,6.65,No seal
3496,2017-08-03,No-Seal,,21.0,0.21666667,0.0,8.46666667,2056.0,,3200.0,0.75,pass,8.25,No seal
3498,2017-08-03,No-Seal,,21.0,0.48333333,0.0,11.1166667,2212.0,,2133.0,0.68,pass,10.63333337,No seal
3513,2017-08-04,No-Seal,,21.0,1.83333333,0.0,8.75,1051.0,,802.0,0.26,pass,6.91666667,No seal
3514,2017-08-04,No-Seal,,21.0,1.15,0.0,7.75,649.0,,656.0,0.48,pass,6.6,No seal
3524,2017-08-07,No-Seal,,21.0,0.8,0.0,7.883333333,1270.0,,950.0,0.51,pass,7.083333333,No seal
3525,2017-08-07,No-Seal,,21.0,0.916666667,0.0,8.433333333,694.0,,708.0,0.49,pass,7.516666666,No seal
3527,2017-08-07,No-Seal,,21.0,0.383333333,0.0,6.783333333,897.0,,34.0,0.4,fail,6.4,No seal
3528,2017-08-07,No-Seal,,21.0,0.966666667,0.0,7.366666667,1020.0,,1534.0,0.37,pass,6.4,No seal
3529,2017-08-07,No-Seal,,21.0,1.066666667,0.0,7.55,651.0,,369.0,0.32,pass,6.483333333,No seal
3533,2017-08-07,No-Seal,,21.0,0.75,0.0,9.23333333,1337.0,,2163.0,0.72,pass,8.48333333,No seal
3534,2017-08-07,No-Seal,,21.0,0.76666667,0.0,9.18333333,2718.0,,3268.0,0.75,pass,8.41666666,No seal
3535,2017-08-07,No-Seal,,21.0,1.01666667,0.0,5.06666667,1623.0,,3476.0,0.8,pass,4.05,No seal
3541,2017-08-07,No-Seal,,21.0,0.5,0.0,11.35,1298.0,,1214.0,0.61,pass,10.85,No seal
3543,2017-08-07,No-Seal,,21.0,1.1,0.0,8.43333333,2723.0,,1275.0,0.32,pass,7.33333333,No seal
3544,2017-08-07,No-Seal,,21.0,0.13333333,0.0,9.96666667,2472.0,,3725.0,0.54,pass,9.83333334,No seal
3547,2017-08-07,No-Seal,,21.0,1.0,0.0,13.0,776.0,,381.0,0.34,fail,12.0,No seal
3549,2017-08-07,No-Seal,,21.0,1.0,0.0,10.0,1927.0,,1451.0,0.4,pass,9.0,No seal
3562,2017-08-08,No-Seal,,21.0,0.85,0.0,9.583333333,554.0,,418.0,0.6,fail,8.733333333,No seal
3564,2017-08-08,No-Seal,,21.0,1.716666667,0.0,7.516666667,1745.0,,530.0,0.95,pass,5.8,No seal
3565,2017-08-08,No-Seal,,21.0,0.583333333,0.0,9.0,1278.0,,1069.0,0.48,pass,8.416666667,No seal
3568,2017-08-08,No-Seal,,21.0,1.01666667,0.0,9.03333333,1207.0,,868.0,0.56,pass,8.01666666,No seal
3569,2017-08-08,No-Seal,,21.0,0.63333333,0.0,10.1833333,593.0,,413.0,0.43,pass,9.54999997,No seal
3571,2017-08-08,No-Seal,,21.0,0.8,0.0,8.41666667,512.0,,546.0,0.63,pass,7.61666667,No seal
3574,2017-08-08,No-Seal,,21.0,1.16666667,0.0,13.1333333,2417.0,,1604.0,0.41,pass,11.96666663,No seal
3576,2017-08-08,No-Seal,,21.0,1.58333333,0.0,9.6,825.0,,395.0,0.63,fail,8.01666667,No seal
3581,2017-08-08,No-Seal,,21.0,1.01666667,0.0,8.16666667,3844.0,,4763.0,0.75,pass,7.15,No seal
3582,2017-08-08,No-Seal,,21.0,1.05,0.0,8.93333333,886.0,,751.0,0.49,pass,7.88333333,No seal
3584,2017-08-08,No-Seal,,21.0,0.43333333,0.0,7.51666667,1537.0,,1389.0,0.77,pass,7.08333334,No seal
3585,2017-08-08,No-Seal,,21.0,1.01666667,0.0,9.05,996.0,,1039.0,0.75,pass,8.03333333,No seal
3586,2017-08-08,No-Seal,,21.0,0.61666667,0.0,7.8,988.0,,306.0,0.39,fail,7.18333333,No seal
3593,2017-08-08,No-Seal,,21.0,1.18333333,0.0,13.8333333,2511.0,,2033.0,0.74,pass,12.64999997,No seal
3604,2017-08-09,No-Seal,,21.0,1.333333333,0.0,8.466666667,400.0,,379.0,0.61,fail,7.133333334,No seal
3605,2017-08-09,No-Seal,,21.0,0.9,0.0,6.083333333,440.0,,396.0,0.56,fail,5.183333333,No seal
3607,2017-08-09,No-Seal,,21.0,0.433333333,0.0,7.533333333,2242.0,,781.0,0.49,pass,7.1,No seal
3608,2017-08-09,No-Seal,,21.0,0.466666667,0.0,9.6,1587.0,,816.0,0.62,pass,9.133333333,No seal
3613,2017-08-09,No-Seal,,21.0,0.8,0.0,8.31666667,1773.0,,354.0,0.4,fail,7.51666667,No seal
3619,2017-08-09,No-Seal,,21.0,1.7,0.0,12.5,1860.0,,1565.0,0.66,pass,10.8,No seal
3624,2017-08-09,No-Seal,,21.0,1.15,0.0,10.4333333,2777.0,,1268.0,0.31,pass,9.2833333,No seal
3625,2017-08-09,No-Seal,,21.0,1.05,0.0,10.1333333,2129.0,,626.0,0.52,pass,9.0833333,No seal
3626,2017-08-09,No-Seal,,21.0,0.58333333,0.0,10.15,2314.0,,702.0,0.46,pass,9.56666667,No seal
3628,2017-08-09,No-Seal,,21.0,0.21666667,0.0,11.1,1307.0,,975.0,0.74,pass,10.88333333,No seal
3637,2017-08-10,No-Seal,,21.0,0.9,0.0,7.033333333,2393.0,,1033.0,0.32,pass,6.133333333,No seal
3638,2017-08-10,No-Seal,,21.0,1.316666667,0.0,9.883333333,820.0,,474.0,0.48,pass,8.566666666,No seal
3639,2017-08-10,No-Seal,,21.0,0.666666667,0.0,6.483333333,2090.0,,713.0,0.43,pass,5.816666666,No seal
3640,2017-08-10,No-Seal,,21.0,0.4,0.0,7.033333333,1916.0,,925.0,0.67,pass,6.633333333,No seal
3641,2017-08-10,No-Seal,,21.0,2.416666667,0.0,8.183333333,484.0,,235.0,0.53,fail,5.766666666,No seal
3642,2017-08-10,No-Seal,,21.0,0.75,0.0,7.733333333,936.0,,335.0,0.56,fail,6.983333333,No seal
3643,2017-08-10,No-Seal,,21.0,0.783333333,0.0,6.466666667,743.0,,598.0,0.66,pass,5.683333334,No seal
3644,2017-08-10,No-Seal,,21.0,2.0,0.0,8.316666667,614.0,,383.0,0.59,fail,6.316666667,No seal
3649,2017-08-10,No-Seal,,21.0,0.91666667,0.0,12.3333333,1027.0,,442.0,0.54,fail,11.41666663,No seal
3651,2017-08-10,No-Seal,,21.0,0.5,0.0,10.1,1916.0,,1087.0,0.57,pass,9.6,No seal
3652,2017-08-10,No-Seal,,21.0,0.81666667,0.0,11.5833333,1814.0,,465.0,0.45,fail,10.76666663,No seal
